VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative,AtLeastOneDose,AtLeastOneDoseCumulative,FullyVaccinated,FullyVaccinatedCumulative
12/14/2020 10:00:00 AM,Anne Arundel,2,2,,0,,0,,2,,0
12/14/2020 10:00:00 AM,Baltimore,1,1,,0,,0,,1,,0
12/14/2020 10:00:00 AM,Carroll,1,1,,0,,0,,1,,0
12/14/2020 10:00:00 AM,Frederick,1,1,1,1,,0,,1,,1
12/14/2020 10:00:00 AM,Howard,3,3,,0,,0,,3,,0
12/14/2020 10:00:00 AM,Montgomery,9,9,,0,,0,,9,,0
12/14/2020 10:00:00 AM,OOS,1,1,,0,,0,,1,,0
12/14/2020 10:00:00 AM,Prince Georges,2,2,,0,,0,,2,,0
12/14/2020 10:00:00 AM,Wicomico,1,1,,0,,0,,1,,0
12/15/2020 10:00:00 AM,Anne Arundel,4,6,,0,,0,,6,,0
12/15/2020 10:00:00 AM,Baltimore,7,8,2,2,,0,,8,,2
12/15/2020 10:00:00 AM,Baltimore City,7,7,,0,,0,,7,,0
12/15/2020 10:00:00 AM,Cecil,1,1,,0,,0,,1,,0
12/15/2020 10:00:00 AM,Dorchester,2,2,,0,,0,,2,,0
12/15/2020 10:00:00 AM,Frederick,5,6,,1,,0,,6,,1
12/15/2020 10:00:00 AM,Howard,6,9,,0,,0,,9,,0
12/15/2020 10:00:00 AM,Montgomery,20,29,,0,,0,,29,,0
12/15/2020 10:00:00 AM,OOS,9,10,,0,,0,,10,,0
12/15/2020 10:00:00 AM,Prince Georges,4,6,1,1,,0,,6,,1
12/15/2020 10:00:00 AM,Queen Annes,1,1,,0,,0,,1,,0
12/15/2020 10:00:00 AM,Washington,1,1,,0,,0,,1,,0
12/15/2020 10:00:00 AM,Worcester,4,4,,0,,0,,4,,0
12/16/2020 10:00:00 AM,Allegany,2,2,,0,,0,,2,,0
12/16/2020 10:00:00 AM,Anne Arundel,59,65,,0,,0,,65,,0
12/16/2020 10:00:00 AM,Baltimore,126,134,1,3,,0,,134,,3
12/16/2020 10:00:00 AM,Baltimore City,154,161,1,1,,0,,161,,1
12/16/2020 10:00:00 AM,Calvert,2,2,,0,,0,,2,,0
12/16/2020 10:00:00 AM,Caroline,1,1,1,1,,0,,1,,1
12/16/2020 10:00:00 AM,Carroll,7,8,,0,,0,,8,,0
12/16/2020 10:00:00 AM,Cecil,3,4,,0,,0,,4,,0
12/16/2020 10:00:00 AM,Charles,8,8,,0,,0,,8,,0
12/16/2020 10:00:00 AM,Dorchester,5,7,,0,,0,,7,,0
12/16/2020 10:00:00 AM,Frederick,4,10,,1,,0,,10,,1
12/16/2020 10:00:00 AM,Garrett,1,1,,0,,0,,1,,0
12/16/2020 10:00:00 AM,Harford,47,47,,0,,0,,47,,0
12/16/2020 10:00:00 AM,Howard,58,67,2,2,,0,,67,,2
12/16/2020 10:00:00 AM,Montgomery,107,136,2,2,,0,,136,,2
12/16/2020 10:00:00 AM,OOS,62,72,1,1,,0,,72,,1
12/16/2020 10:00:00 AM,Prince Georges,37,43,,1,,0,,43,,1
12/16/2020 10:00:00 AM,Queen Annes,5,6,,0,,0,,6,,0
12/16/2020 10:00:00 AM,St. Marys,3,3,,0,,0,,3,,0
12/16/2020 10:00:00 AM,Talbot,8,8,,0,,0,,8,,0
12/16/2020 10:00:00 AM,Washington,6,7,,0,,0,,7,,0
12/16/2020 10:00:00 AM,Wicomico,2,3,,0,,0,,3,,0
12/16/2020 10:00:00 AM,Worcester,2,6,,0,,0,,6,,0
12/17/2020 10:00:00 AM,Allegany,1,3,,0,,0,,3,,0
12/17/2020 10:00:00 AM,Anne Arundel,109,174,1,1,,0,,174,,1
12/17/2020 10:00:00 AM,Baltimore,203,337,1,4,,0,,337,,4
12/17/2020 10:00:00 AM,Baltimore City,226,387,,1,,0,,387,,1
12/17/2020 10:00:00 AM,Calvert,10,12,,0,,0,,12,,0
12/17/2020 10:00:00 AM,Caroline,10,11,,1,,0,,11,,1
12/17/2020 10:00:00 AM,Carroll,19,27,1,1,,0,,27,,1
12/17/2020 10:00:00 AM,Cecil,4,8,,0,,0,,8,,0
12/17/2020 10:00:00 AM,Charles,15,23,,0,,0,,23,,0
12/17/2020 10:00:00 AM,Dorchester,15,22,,0,,0,,22,,0
12/17/2020 10:00:00 AM,Frederick,34,44,,1,,0,,44,,1
12/17/2020 10:00:00 AM,Harford,63,110,1,1,,0,,110,,1
12/17/2020 10:00:00 AM,Howard,121,188,2,4,,0,,188,,4
12/17/2020 10:00:00 AM,Kent,6,6,,0,,0,,6,,0
12/17/2020 10:00:00 AM,Montgomery,152,288,1,3,,0,,288,,3
12/17/2020 10:00:00 AM,OOS,95,167,1,2,,0,,167,,2
12/17/2020 10:00:00 AM,Prince Georges,53,96,1,2,,0,,96,,2
12/17/2020 10:00:00 AM,Queen Annes,13,19,1,1,,0,,19,,1
12/17/2020 10:00:00 AM,Somerset,10,10,,0,,0,,10,,0
12/17/2020 10:00:00 AM,St. Marys,4,7,,0,,0,,7,,0
12/17/2020 10:00:00 AM,Talbot,13,21,,0,,0,,21,,0
12/17/2020 10:00:00 AM,Washington,7,14,,0,,0,,14,,0
12/17/2020 10:00:00 AM,Wicomico,84,87,1,1,,0,,87,,1
12/17/2020 10:00:00 AM,Worcester,29,35,,0,,0,,35,,0
12/18/2020 10:00:00 AM,Allegany,7,10,,0,,0,,10,,0
12/18/2020 10:00:00 AM,Anne Arundel,183,357,1,2,,0,,357,,2
12/18/2020 10:00:00 AM,Baltimore,449,786,2,6,,0,,786,,6
12/18/2020 10:00:00 AM,Baltimore City,360,747,,1,,0,,747,,1
12/18/2020 10:00:00 AM,Calvert,12,24,1,1,,0,,24,,1
12/18/2020 10:00:00 AM,Caroline,7,18,,1,,0,,18,,1
12/18/2020 10:00:00 AM,Carroll,77,104,1,2,,0,,104,,2
12/18/2020 10:00:00 AM,Cecil,27,35,,0,,0,,35,,0
12/18/2020 10:00:00 AM,Charles,29,52,,0,,0,,52,,0
12/18/2020 10:00:00 AM,Dorchester,12,34,,0,,0,,34,,0
12/18/2020 10:00:00 AM,Frederick,144,188,1,2,,0,,188,,2
12/18/2020 10:00:00 AM,Harford,129,239,,1,,0,,239,,1
12/18/2020 10:00:00 AM,Howard,251,439,,4,,0,,439,,4
12/18/2020 10:00:00 AM,Kent,1,7,,0,,0,,7,,0
12/18/2020 10:00:00 AM,Montgomery,395,683,2,5,,0,,683,,5
12/18/2020 10:00:00 AM,OOS,309,476,2,4,,0,,476,,4
12/18/2020 10:00:00 AM,Prince Georges,103,199,,2,,0,,199,,2
12/18/2020 10:00:00 AM,Queen Annes,19,38,,1,,0,,38,,1
12/18/2020 10:00:00 AM,Somerset,31,41,,0,,0,,41,,0
12/18/2020 10:00:00 AM,St. Marys,24,31,,0,,0,,31,,0
12/18/2020 10:00:00 AM,Talbot,16,37,,0,,0,,37,,0
12/18/2020 10:00:00 AM,Washington,74,88,,0,,0,,88,,0
12/18/2020 10:00:00 AM,Wicomico,339,426,1,2,,0,,426,,2
12/18/2020 10:00:00 AM,Worcester,158,193,3,3,,0,,193,,3
12/19/2020 10:00:00 AM,Allegany,1,11,,0,,0,,11,,0
12/19/2020 10:00:00 AM,Anne Arundel,43,400,,2,,0,,400,,2
12/19/2020 10:00:00 AM,Baltimore,138,924,1,7,,0,,924,,7
12/19/2020 10:00:00 AM,Baltimore City,83,830,1,2,,0,,830,,2
12/19/2020 10:00:00 AM,Calvert,3,27,,1,,0,,27,,1
12/19/2020 10:00:00 AM,Carroll,15,119,,2,,0,,119,,2
12/19/2020 10:00:00 AM,Cecil,23,58,,0,,0,,58,,0
12/19/2020 10:00:00 AM,Charles,3,55,,0,,0,,55,,0
12/19/2020 10:00:00 AM,Dorchester,2,36,,0,,0,,36,,0
12/19/2020 10:00:00 AM,Frederick,12,200,1,3,,0,,200,,3
12/19/2020 10:00:00 AM,Garrett,1,2,,0,,0,,2,,0
12/19/2020 10:00:00 AM,Harford,45,284,,1,,0,,284,,1
12/19/2020 10:00:00 AM,Howard,100,539,2,6,,0,,539,,6
12/19/2020 10:00:00 AM,Kent,2,9,,0,,0,,9,,0
12/19/2020 10:00:00 AM,Montgomery,201,884,3,8,,0,,884,,8
12/19/2020 10:00:00 AM,OOS,110,586,,4,,0,,586,,4
12/19/2020 10:00:00 AM,Prince Georges,38,237,,2,,0,,237,,2
12/19/2020 10:00:00 AM,Queen Annes,4,42,,1,,0,,42,,1
12/19/2020 10:00:00 AM,Somerset,9,50,,0,,0,,50,,0
12/19/2020 10:00:00 AM,St. Marys,2,33,,0,,0,,33,,0
12/19/2020 10:00:00 AM,Talbot,2,39,,0,,0,,39,,0
12/19/2020 10:00:00 AM,Washington,1,89,,0,,0,,89,,0
12/19/2020 10:00:00 AM,Wicomico,130,556,,2,,0,,556,,2
12/19/2020 10:00:00 AM,Worcester,42,235,1,4,,0,,235,,4
12/20/2020 10:00:00 AM,Allegany,2,13,,0,,0,,13,,0
12/20/2020 10:00:00 AM,Anne Arundel,11,411,,2,,0,,411,,2
12/20/2020 10:00:00 AM,Baltimore,73,997,2,9,,0,,997,,9
12/20/2020 10:00:00 AM,Baltimore City,52,882,,2,,0,,882,,2
12/20/2020 10:00:00 AM,Calvert,3,30,,1,,0,,30,,1
12/20/2020 10:00:00 AM,Caroline,2,20,,1,,0,,20,,1
12/20/2020 10:00:00 AM,Carroll,5,124,,2,,0,,124,,2
12/20/2020 10:00:00 AM,Cecil,2,60,,0,,0,,60,,0
12/20/2020 10:00:00 AM,Charles,2,57,,0,,0,,57,,0
12/20/2020 10:00:00 AM,Dorchester,3,39,1,1,,0,,39,,1
12/20/2020 10:00:00 AM,Frederick,13,213,,3,,0,,213,,3
12/20/2020 10:00:00 AM,Harford,22,306,,1,,0,,306,,1
12/20/2020 10:00:00 AM,Howard,26,565,,6,,0,,565,,6
12/20/2020 10:00:00 AM,Montgomery,122,1006,3,11,,0,,1006,,11
12/20/2020 10:00:00 AM,OOS,34,620,,4,,0,,620,,4
12/20/2020 10:00:00 AM,Prince Georges,22,259,1,3,,0,,259,,3
12/20/2020 10:00:00 AM,Washington,2,91,,0,,0,,91,,0
12/20/2020 10:00:00 AM,Wicomico,4,560,,2,,0,,560,,2
12/21/2020 10:00:00 AM,Allegany,23,36,,0,,0,,36,,0
12/21/2020 10:00:00 AM,Anne Arundel,303,714,,2,,0,,714,,2
12/21/2020 10:00:00 AM,Baltimore,586,1583,1,10,,0,,1583,,10
12/21/2020 10:00:00 AM,Baltimore City,502,1384,,2,,0,,1384,,2
12/21/2020 10:00:00 AM,Calvert,17,47,,1,,0,,47,,1
12/21/2020 10:00:00 AM,Caroline,9,29,,1,,0,,29,,1
12/21/2020 10:00:00 AM,Carroll,126,250,1,3,,0,,250,,3
12/21/2020 10:00:00 AM,Cecil,52,112,1,1,,0,,112,,1
12/21/2020 10:00:00 AM,Charles,44,101,,0,,0,,101,,0
12/21/2020 10:00:00 AM,Dorchester,12,51,,1,,0,,51,,1
12/21/2020 10:00:00 AM,Frederick,227,440,5,8,,0,,440,,8
12/21/2020 10:00:00 AM,Garrett,2,4,,0,,0,,4,,0
12/21/2020 10:00:00 AM,Harford,296,602,,1,,0,,602,,1
12/21/2020 10:00:00 AM,Howard,358,923,6,12,,0,,923,,12
12/21/2020 10:00:00 AM,Kent,12,21,,0,,0,,21,,0
12/21/2020 10:00:00 AM,Montgomery,519,1525,8,19,,0,,1525,,19
12/21/2020 10:00:00 AM,OOS,364,984,3,7,,0,,984,,7
12/21/2020 10:00:00 AM,Prince Georges,180,439,,3,,0,,439,,3
12/21/2020 10:00:00 AM,Queen Annes,26,68,,1,,0,,68,,1
12/21/2020 10:00:00 AM,Somerset,1,51,,0,,0,,51,,0
12/21/2020 10:00:00 AM,St. Marys,50,83,,0,,0,,83,,0
12/21/2020 10:00:00 AM,Talbot,17,56,,0,,0,,56,,0
12/21/2020 10:00:00 AM,Washington,164,255,1,1,,0,,255,,1
12/21/2020 10:00:00 AM,Wicomico,28,588,2,4,,0,,588,,4
12/21/2020 10:00:00 AM,Worcester,55,290,1,5,,0,,290,,5
12/22/2020 10:00:00 AM,Allegany,56,92,,0,,0,,92,,0
12/22/2020 10:00:00 AM,Anne Arundel,413,1127,4,6,,0,,1127,,6
12/22/2020 10:00:00 AM,Baltimore,1039,2622,1,11,,0,,2622,,11
12/22/2020 10:00:00 AM,Baltimore City,544,1928,3,5,,0,,1928,,5
12/22/2020 10:00:00 AM,Calvert,37,84,,1,,0,,84,,1
12/22/2020 10:00:00 AM,Caroline,19,48,,1,,0,,48,,1
12/22/2020 10:00:00 AM,Carroll,274,524,3,6,,0,,524,,6
12/22/2020 10:00:00 AM,Cecil,117,229,2,3,,0,,229,,3
12/22/2020 10:00:00 AM,Charles,50,151,,0,,0,,151,,0
12/22/2020 10:00:00 AM,Dorchester,20,71,,1,,0,,71,,1
12/22/2020 10:00:00 AM,Frederick,343,783,1,9,,0,,783,,9
12/22/2020 10:00:00 AM,Garrett,1,5,,0,,0,,5,,0
12/22/2020 10:00:00 AM,Harford,276,878,,1,,0,,878,,1
12/22/2020 10:00:00 AM,Howard,462,1385,8,20,,0,,1385,,20
12/22/2020 10:00:00 AM,Kent,14,35,,0,,0,,35,,0
12/22/2020 10:00:00 AM,Montgomery,1057,2582,6,25,,0,,2582,,25
12/22/2020 10:00:00 AM,OOS,529,1513,1,8,,0,,1513,,8
12/22/2020 10:00:00 AM,Prince Georges,567,1006,2,5,,0,,1006,,5
12/22/2020 10:00:00 AM,Queen Annes,110,178,,1,,0,,178,,1
12/22/2020 10:00:00 AM,Somerset,8,59,,0,,0,,59,,0
12/22/2020 10:00:00 AM,St. Marys,57,140,,0,,0,,140,,0
12/22/2020 10:00:00 AM,Talbot,33,89,,0,,0,,89,,0
12/22/2020 10:00:00 AM,Washington,224,479,,1,,0,,479,,1
12/22/2020 10:00:00 AM,Wicomico,70,658,1,5,,0,,658,,5
12/22/2020 10:00:00 AM,Worcester,85,375,1,6,,0,,375,,6
12/23/2020 10:00:00 AM,Allegany,113,205,,0,,0,,205,,0
12/23/2020 10:00:00 AM,Anne Arundel,395,1522,3,9,,0,,1522,,9
12/23/2020 10:00:00 AM,Baltimore,1171,3793,4,15,,0,,3793,,15
12/23/2020 10:00:00 AM,Baltimore City,594,2522,1,6,,0,,2522,,6
12/23/2020 10:00:00 AM,Calvert,113,197,,1,,0,,197,,1
12/23/2020 10:00:00 AM,Caroline,69,117,1,2,,0,,117,,2
12/23/2020 10:00:00 AM,Carroll,171,695,3,9,,0,,695,,9
12/23/2020 10:00:00 AM,Cecil,101,330,3,6,,0,,330,,6
12/23/2020 10:00:00 AM,Charles,41,192,,0,,0,,192,,0
12/23/2020 10:00:00 AM,Dorchester,38,109,2,3,,0,,109,,3
12/23/2020 10:00:00 AM,Frederick,266,1049,3,12,,0,,1049,,12
12/23/2020 10:00:00 AM,Garrett,47,52,,0,,0,,52,,0
12/23/2020 10:00:00 AM,Harford,226,1104,1,2,,0,,1104,,2
12/23/2020 10:00:00 AM,Howard,380,1765,5,25,,0,,1765,,25
12/23/2020 10:00:00 AM,Kent,10,45,,0,,0,,45,,0
12/23/2020 10:00:00 AM,Montgomery,778,3360,13,38,,0,,3360,,38
12/23/2020 10:00:00 AM,OOS,509,2022,2,10,,0,,2022,,10
12/23/2020 10:00:00 AM,Prince Georges,295,1301,2,7,,0,,1301,,7
12/23/2020 10:00:00 AM,Queen Annes,43,221,,1,,0,,221,,1
12/23/2020 10:00:00 AM,Somerset,18,77,,0,,0,,77,,0
12/23/2020 10:00:00 AM,St. Marys,70,210,,0,,0,,210,,0
12/23/2020 10:00:00 AM,Talbot,45,134,,0,,0,,134,,0
12/23/2020 10:00:00 AM,Washington,104,583,1,2,,0,,583,,2
12/23/2020 10:00:00 AM,Wicomico,187,845,1,6,,0,,845,,6
12/23/2020 10:00:00 AM,Worcester,86,461,,6,,0,,461,,6
12/24/2020 10:00:00 AM,Allegany,2,207,,0,,0,,207,,0
12/24/2020 10:00:00 AM,Anne Arundel,237,1759,2,11,,0,,1759,,11
12/24/2020 10:00:00 AM,Baltimore,633,4426,2,17,,0,,4426,,17
12/24/2020 10:00:00 AM,Baltimore City,421,2943,1,7,,0,,2943,,7
12/24/2020 10:00:00 AM,Calvert,39,236,,1,,0,,236,,1
12/24/2020 10:00:00 AM,Caroline,4,121,,2,,0,,121,,2
12/24/2020 10:00:00 AM,Carroll,100,795,1,10,,0,,795,,10
12/24/2020 10:00:00 AM,Cecil,32,362,1,7,,0,,362,,7
12/24/2020 10:00:00 AM,Charles,26,218,,0,,0,,218,,0
12/24/2020 10:00:00 AM,Dorchester,26,135,,3,,0,,135,,3
12/24/2020 10:00:00 AM,Frederick,33,1082,,12,,0,,1082,,12
12/24/2020 10:00:00 AM,Garrett,1,53,,0,,0,,53,,0
12/24/2020 10:00:00 AM,Harford,107,1211,,2,,0,,1211,,2
12/24/2020 10:00:00 AM,Howard,223,1988,3,28,,0,,1988,,28
12/24/2020 10:00:00 AM,Kent,5,50,,0,,0,,50,,0
12/24/2020 10:00:00 AM,Montgomery,283,3643,4,42,,0,,3643,,42
12/24/2020 10:00:00 AM,OOS,201,2223,,10,,0,,2223,,10
12/24/2020 10:00:00 AM,Prince Georges,213,1514,1,8,,0,,1514,,8
12/24/2020 10:00:00 AM,Queen Annes,11,232,,1,,0,,232,,1
12/24/2020 10:00:00 AM,Somerset,11,88,1,1,,0,,88,,1
12/24/2020 10:00:00 AM,St. Marys,9,219,,0,,0,,219,,0
12/24/2020 10:00:00 AM,Talbot,10,144,,0,,0,,144,,0
12/24/2020 10:00:00 AM,Washington,5,588,,2,,0,,588,,2
12/24/2020 10:00:00 AM,Wicomico,128,973,1,7,,0,,973,,7
12/24/2020 10:00:00 AM,Worcester,36,497,,6,,0,,497,,6
12/25/2020 10:00:00 AM,Anne Arundel,30,1789,1,12,,0,,1789,,12
12/25/2020 10:00:00 AM,Baltimore,37,4463,,17,,0,,4463,,17
12/25/2020 10:00:00 AM,Baltimore City,17,2960,1,8,,0,,2960,,8
12/25/2020 10:00:00 AM,Calvert,89,325,,1,,0,,325,,1
12/25/2020 10:00:00 AM,Caroline,4,125,,2,,0,,125,,2
12/25/2020 10:00:00 AM,Carroll,102,897,,10,,0,,897,,10
12/25/2020 10:00:00 AM,Cecil,6,368,,7,,0,,368,,7
12/25/2020 10:00:00 AM,Charles,7,225,,0,,0,,225,,0
12/25/2020 10:00:00 AM,Dorchester,69,204,,3,,0,,204,,3
12/25/2020 10:00:00 AM,Frederick,12,1094,,12,,0,,1094,,12
12/25/2020 10:00:00 AM,Harford,156,1367,,2,,0,,1367,,2
12/25/2020 10:00:00 AM,Howard,49,2037,,28,,0,,2037,,28
12/25/2020 10:00:00 AM,Kent,1,51,,0,,0,,51,,0
12/25/2020 10:00:00 AM,Montgomery,231,3874,2,44,,0,,3874,,44
12/25/2020 10:00:00 AM,OOS,31,2254,,10,,0,,2254,,10
12/25/2020 10:00:00 AM,Prince Georges,165,1679,,8,,0,,1679,,8
12/25/2020 10:00:00 AM,St. Marys,17,236,,0,,0,,236,,0
12/25/2020 10:00:00 AM,Talbot,5,149,,0,,0,,149,,0
12/25/2020 10:00:00 AM,Washington,5,593,,2,,0,,593,,2
12/25/2020 10:00:00 AM,Wicomico,3,976,,7,,0,,976,,7
12/26/2020 10:00:00 AM,Anne Arundel,267,2056,1,13,,0,,2056,,13
12/26/2020 10:00:00 AM,Baltimore,304,4767,1,18,,0,,4767,,18
12/26/2020 10:00:00 AM,Baltimore City,193,3153,,8,,0,,3153,,8
12/26/2020 10:00:00 AM,Calvert,7,332,,1,,0,,332,,1
12/26/2020 10:00:00 AM,Caroline,8,133,,2,,0,,133,,2
12/26/2020 10:00:00 AM,Carroll,11,908,,10,,0,,908,,10
12/26/2020 10:00:00 AM,Cecil,42,410,1,8,,0,,410,,8
12/26/2020 10:00:00 AM,Charles,21,246,,0,,0,,246,,0
12/26/2020 10:00:00 AM,Dorchester,9,213,,3,,0,,213,,3
12/26/2020 10:00:00 AM,Frederick,17,1111,2,14,,0,,1111,,14
12/26/2020 10:00:00 AM,Harford,135,1502,1,3,,0,,1502,,3
12/26/2020 10:00:00 AM,Howard,218,2255,,28,,0,,2255,,28
12/26/2020 10:00:00 AM,Kent,60,111,,0,,0,,111,,0
12/26/2020 10:00:00 AM,Montgomery,169,4043,2,46,,0,,4043,,46
12/26/2020 10:00:00 AM,OOS,89,2343,1,11,,0,,2343,,11
12/26/2020 10:00:00 AM,Prince Georges,330,2009,,8,,0,,2009,,8
12/26/2020 10:00:00 AM,Queen Annes,15,247,,1,,0,,247,,1
12/26/2020 10:00:00 AM,Somerset,1,89,,1,,0,,89,,1
12/26/2020 10:00:00 AM,St. Marys,4,240,,0,,0,,240,,0
12/26/2020 10:00:00 AM,Talbot,10,159,,0,,0,,159,,0
12/26/2020 10:00:00 AM,Washington,5,598,,2,,0,,598,,2
12/26/2020 10:00:00 AM,Wicomico,5,981,1,8,,0,,981,,8
12/26/2020 10:00:00 AM,Worcester,2,499,,6,,0,,499,,6
12/27/2020 10:00:00 AM,Allegany,1,208,,0,,0,,208,,0
12/27/2020 10:00:00 AM,Anne Arundel,101,2157,1,14,,0,,2157,,14
12/27/2020 10:00:00 AM,Baltimore,307,5074,3,21,,0,,5074,,21
12/27/2020 10:00:00 AM,Baltimore City,149,3302,,8,,0,,3302,,8
12/27/2020 10:00:00 AM,Calvert,9,341,1,2,,0,,341,,2
12/27/2020 10:00:00 AM,Caroline,45,178,1,3,,0,,178,,3
12/27/2020 10:00:00 AM,Carroll,29,937,,10,,0,,937,,10
12/27/2020 10:00:00 AM,Cecil,24,434,,8,,0,,434,,8
12/27/2020 10:00:00 AM,Charles,144,390,,0,,0,,390,,0
12/27/2020 10:00:00 AM,Dorchester,4,217,,3,,0,,217,,3
12/27/2020 10:00:00 AM,Frederick,171,1282,2,16,,0,,1282,,16
12/27/2020 10:00:00 AM,Harford,55,1557,,3,,0,,1557,,3
12/27/2020 10:00:00 AM,Howard,94,2349,1,29,,0,,2349,,29
12/27/2020 10:00:00 AM,Kent,2,113,,0,,0,,113,,0
12/27/2020 10:00:00 AM,Montgomery,190,4233,4,50,,0,,4233,,50
12/27/2020 10:00:00 AM,OOS,102,2445,,11,,0,,2445,,11
12/27/2020 10:00:00 AM,Prince Georges,111,2120,,8,,0,,2120,,8
12/27/2020 10:00:00 AM,Queen Annes,4,251,,1,,0,,251,,1
12/27/2020 10:00:00 AM,Somerset,79,168,1,2,,0,,168,,2
12/27/2020 10:00:00 AM,St. Marys,9,249,,0,,0,,249,,0
12/27/2020 10:00:00 AM,Talbot,18,177,,0,,0,,177,,0
12/27/2020 10:00:00 AM,Washington,108,706,,2,,0,,706,,2
12/27/2020 10:00:00 AM,Wicomico,12,993,,8,,0,,993,,8
12/27/2020 10:00:00 AM,Worcester,58,557,,6,,0,,557,,6
12/28/2020 10:00:00 AM,Allegany,207,415,,0,,0,,415,,0
12/28/2020 10:00:00 AM,Anne Arundel,756,2913,5,19,,0,,2913,,19
12/28/2020 10:00:00 AM,Baltimore,1601,6675,8,29,,0,,6675,,29
12/28/2020 10:00:00 AM,Baltimore City,1265,4567,3,11,,0,,4567,,11
12/28/2020 10:00:00 AM,Calvert,80,421,,2,,0,,421,,2
12/28/2020 10:00:00 AM,Caroline,19,197,,3,,0,,197,,3
12/28/2020 10:00:00 AM,Carroll,346,1283,5,15,,0,,1283,,15
12/28/2020 10:00:00 AM,Cecil,139,573,1,9,,0,,573,,9
12/28/2020 10:00:00 AM,Charles,100,490,,0,,0,,490,,0
12/28/2020 10:00:00 AM,Dorchester,49,266,2,5,,0,,266,,5
12/28/2020 10:00:00 AM,Frederick,332,1614,4,20,,0,,1614,,20
12/28/2020 10:00:00 AM,Garrett,96,149,,0,,0,,149,,0
12/28/2020 10:00:00 AM,Harford,612,2169,2,5,,0,,2169,,5
12/28/2020 10:00:00 AM,Howard,719,3068,10,39,,0,,3068,,39
12/28/2020 10:00:00 AM,Kent,14,127,,0,,0,,127,,0
12/28/2020 10:00:00 AM,Montgomery,766,4999,11,61,,0,,4999,,61
12/28/2020 10:00:00 AM,OOS,711,3156,2,13,,0,,3156,,13
12/28/2020 10:00:00 AM,Prince Georges,415,2535,4,12,,0,,2535,,12
12/28/2020 10:00:00 AM,Queen Annes,60,311,,1,,0,,311,,1
12/28/2020 10:00:00 AM,Somerset,101,269,1,3,,0,,269,,3
12/28/2020 10:00:00 AM,St. Marys,98,347,,0,,0,,347,,0
12/28/2020 10:00:00 AM,Talbot,98,275,,0,,0,,275,,0
12/28/2020 10:00:00 AM,Washington,273,979,1,3,,0,,979,,3
12/28/2020 10:00:00 AM,Wicomico,305,1298,3,11,,0,,1298,,11
12/28/2020 10:00:00 AM,Worcester,70,627,,6,,0,,627,,6
12/29/2020 10:00:00 AM,Allegany,215,630,,0,,0,,630,,0
12/29/2020 10:00:00 AM,Anne Arundel,864,3777,2,21,,0,,3777,,21
12/29/2020 10:00:00 AM,Baltimore,1992,8667,11,40,,0,,8667,,40
12/29/2020 10:00:00 AM,Baltimore City,1163,5730,2,13,,0,,5730,,13
12/29/2020 10:00:00 AM,Calvert,153,574,1,3,,0,,574,,3
12/29/2020 10:00:00 AM,Caroline,77,274,,3,,0,,274,,3
12/29/2020 10:00:00 AM,Carroll,315,1598,1,16,,0,,1598,,16
12/29/2020 10:00:00 AM,Cecil,156,729,4,13,,0,,729,,13
12/29/2020 10:00:00 AM,Charles,122,612,2,2,,0,,612,,2
12/29/2020 10:00:00 AM,Dorchester,51,317,,5,,0,,317,,5
12/29/2020 10:00:00 AM,Frederick,524,2138,1,21,,0,,2138,,21
12/29/2020 10:00:00 AM,Garrett,56,205,,0,,0,,205,,0
12/29/2020 10:00:00 AM,Harford,536,2705,1,6,,0,,2705,,6
12/29/2020 10:00:00 AM,Howard,644,3712,10,49,,0,,3712,,49
12/29/2020 10:00:00 AM,Kent,60,187,,0,,0,,187,,0
12/29/2020 10:00:00 AM,Montgomery,1169,6168,11,72,,0,,6168,,72
12/29/2020 10:00:00 AM,OOS,815,3971,3,16,,0,,3971,,16
12/29/2020 10:00:00 AM,Prince Georges,651,3186,3,15,,0,,3186,,15
12/29/2020 10:00:00 AM,Queen Annes,99,410,,1,,0,,410,,1
12/29/2020 10:00:00 AM,Somerset,37,306,,3,,0,,306,,3
12/29/2020 10:00:00 AM,St. Marys,467,814,,0,,0,,814,,0
12/29/2020 10:00:00 AM,Talbot,66,341,1,1,,0,,341,,1
12/29/2020 10:00:00 AM,Washington,284,1263,2,5,,0,,1263,,5
12/29/2020 10:00:00 AM,Wicomico,494,1792,5,16,,0,,1792,,16
12/29/2020 10:00:00 AM,Worcester,242,869,1,7,,0,,869,,7
12/30/2020 10:00:00 AM,Allegany,279,909,1,1,,0,,909,,1
12/30/2020 10:00:00 AM,Anne Arundel,878,4655,8,29,,0,,4655,,29
12/30/2020 10:00:00 AM,Baltimore,1752,10419,9,49,,0,,10419,,49
12/30/2020 10:00:00 AM,Baltimore City,1070,6800,4,17,,0,,6800,,17
12/30/2020 10:00:00 AM,Calvert,552,1126,1,4,,0,,1126,,4
12/30/2020 10:00:00 AM,Caroline,404,678,7,10,,0,,678,,10
12/30/2020 10:00:00 AM,Carroll,475,2073,5,21,,0,,2073,,21
12/30/2020 10:00:00 AM,Cecil,216,945,,13,,0,,945,,13
12/30/2020 10:00:00 AM,Charles,155,767,1,3,,0,,767,,3
12/30/2020 10:00:00 AM,Dorchester,139,456,3,8,,0,,456,,8
